Date, Open, High, Low, Close, Volume
12/27/19, 4.14, 4.18, 4.01, 4.01, 27824000
12/26/19, 4.05, 4.15, 4.05, 4.09, 16667000
12/23/19, 4.04, 4.11, 4.03, 4.03, 21733000
12/20/19, 4.13, 4.13, 3.97, 4.00, 39250000
12/19/19, 4.09, 4.16, 4.09, 4.10, 22182000
12/18/19, 4.04, 4.09, 4.01, 4.07, 30810000
12/17/19, 4.13, 4.14, 3.97, 4.04, 35305000
12/16/19, 4.32, 4.36, 4.11, 4.11, 22837000
12/13/19, 4.30, 4.35, 4.30, 4.30, 62501000
12/12/19, 4.34, 4.34, 4.21, 4.25, 15460000
12/11/19, 4.27, 4.35, 4.26, 4.31, 14311000
12/10/19, 4.18, 4.26, 4.18, 4.25, 10597000
12/09/19, 4.28, 4.33, 4.17, 4.18, 22215000
12/06/19, 4.33, 4.37, 4.27, 4.27, 25236000
12/05/19, 4.20, 4.35, 4.20, 4.30, 19280000
12/04/19, 4.35, 4.40, 4.18, 4.18, 32334000
12/03/19, 4.46, 4.46, 4.35, 4.35, 18564000
12/02/19, 4.41, 4.47, 4.41, 4.43, 19207000
11/29/19, 4.56, 4.57, 4.38, 4.43, 14306000
11/28/19, 4.61, 4.61, 4.48, 4.55, 12819000
11/27/19, 4.50, 4.64, 4.48, 4.56, 19933000
11/26/19, 4.50, 4.54, 4.42, 4.45, 37766000
11/25/19, 4.55, 4.55, 4.50, 4.50, 10055000
11/22/19, 4.57, 4.57, 4.51, 4.55, 8920000
11/21/19, 4.65, 4.65, 4.56, 4.60, 12937000
11/20/19, 4.74, 4.74, 4.64, 4.65, 12228000
11/19/19, 4.70, 4.76, 4.69, 4.76, 12710000
11/18/19, 4.78, 4.79, 4.67, 4.70, 11945000
11/15/19, 4.85, 4.85, 4.74, 4.78, 13691000
11/14/19, 4.89, 4.89, 4.82, 4.85, 13857000
11/13/19, 4.85, 4.89, 4.81, 4.89, 12537000
11/12/19, 4.89, 4.90, 4.83, 4.85, 13179000
11/11/19, 4.90, 4.90, 4.85, 4.87, 9505000
11/08/19, 4.94, 4.94, 4.85, 4.90, 8257000
11/07/19, 4.87, 4.94, 4.86, 4.94, 10929000
11/06/19, 4.98, 4.98, 4.86, 4.86, 14800000
11/05/19, 4.90, 4.97, 4.87, 4.95, 23534000
11/04/19, 4.85, 4.89, 4.82, 4.89, 5074000
10/31/19, 4.83, 4.85, 4.82, 4.83, 9571000
10/30/19, 4.84, 4.84, 4.80, 4.82, 10775000
10/29/19, 4.88, 4.88, 4.80, 4.84, 22179000
10/28/19, 4.86, 4.90, 4.82, 4.86, 13262000
10/25/19, 4.95, 4.95, 4.84, 4.86, 12026000
10/24/19, 4.89, 4.90, 4.82, 4.90, 16548000
10/23/19, 4.88, 4.88, 4.80, 4.87, 17525000
10/22/19, 4.81, 4.91, 4.80, 4.90, 18488000
10/21/19, 4.80, 4.82, 4.75, 4.81, 5103000
10/18/19, 4.80, 4.84, 4.76, 4.80, 6537000
10/17/19, 4.78, 4.82, 4.75, 4.80, 8513000
10/16/19, 4.72, 4.82, 4.71, 4.77, 45498000
10/15/19, 4.77, 4.79, 4.71, 4.72, 24766000
10/14/19, 4.66, 4.77, 4.66, 4.76, 19204000
10/11/19, 4.57, 4.66, 4.57, 4.62, 15916000
10/10/19, 4.56, 4.60, 4.53, 4.53, 19265000
10/09/19, 4.56, 4.61, 4.54, 4.55, 14840000
10/08/19, 4.63, 4.68, 4.49, 4.53, 29755000
10/07/19, 4.53, 4.63, 4.51, 4.60, 28300000
10/04/19, 4.40, 4.52, 4.40, 4.50, 55122000
10/03/19, 4.48, 4.49, 4.36, 4.37, 35035000
10/02/19, 4.45, 4.53, 4.40, 4.45, 61174000
10/01/19, 4.38, 4.47, 4.37, 4.40, 42013000
09/30/19, 4.47, 4.50, 4.30, 4.37, 46797000
09/27/19, 4.79, 4.81, 4.46, 4.46, 92220000
09/26/19, 4.74, 4.87, 4.70, 4.79, 17581000
09/25/19, 4.97, 4.98, 4.70, 4.72, 26913000
09/24/19, 4.85, 4.98, 4.84, 4.97, 16350000
09/23/19, 4.95, 5.00, 4.80, 4.81, 17000000
09/20/19, 5.01, 5.05, 4.92, 4.92, 29577000
09/19/19, 5.07, 5.10, 5.01, 5.01, 6375500
09/18/19, 5.14, 5.14, 5.05, 5.06, 12262900
09/17/19, 5.20, 5.21, 5.10, 5.14, 8614500
09/16/19, 5.16, 5.18, 5.09, 5.18, 8105400
09/13/19, 5.16, 5.20, 5.14, 5.17, 15791100
09/12/19, 5.07, 5.18, 5.07, 5.15, 18187000
09/11/19, 5.05, 5.12, 5.00, 5.07, 13863800
09/10/19, 5.17, 5.18, 5.03, 5.03, 11628800
09/09/19, 5.19, 5.23, 5.13, 5.18, 3397900
09/06/19, 5.25, 5.26, 5.19, 5.19, 20366900
09/05/19, 5.30, 5.30, 5.14, 5.18, 61452301
09/04/19, 5.10, 5.10, 4.90, 5.02, 28309199
09/03/19, 5.10, 5.20, 5.04, 5.10, 31125000
09/02/19, 5.14, 5.15, 5.03, 5.10, 25477699
08/30/19, 5.05, 5.20, 5.05, 5.13, 76562602
08/29/19, 5.06, 5.09, 5.01, 5.01, 36408801
08/28/19, 4.87, 5.03, 4.82, 5.01, 70198000
08/27/19, 4.83, 4.90, 4.75, 4.81, 79163000
08/23/19, 4.85, 4.93, 4.74, 4.80, 61611000
08/22/19, 5.15, 5.15, 4.80, 4.84, 120639906
08/20/19, 5.30, 5.34, 5.25, 5.29, 20392699
08/19/19, 5.30, 5.35, 5.08, 5.29, 38087602
08/16/19, 5.39, 5.40, 5.29, 5.29, 28555199
08/15/19, 5.20, 5.39, 5.00, 5.39, 73685695
08/14/19, 5.47, 5.47, 5.26, 5.28, 58171602
08/13/19, 5.60, 5.60, 5.25, 5.40, 114634203
08/09/19, 5.75, 5.83, 5.60, 5.70, 44431699
08/08/19, 6.14, 6.14, 5.75, 5.75, 64539699
08/07/19, 6.02, 6.16, 6.00, 6.11, 11605900
08/06/19, 5.93, 6.06, 5.84, 5.98, 39822000
08/05/19, 6.22, 6.22, 5.98, 5.98, 36400898
08/02/19, 6.14, 6.24, 6.06, 6.24, 11131900
08/01/19, 6.07, 6.15, 6.02, 6.15, 26771699
07/31/19, 6.30, 6.30, 6.08, 6.12, 17032199
07/30/19, 6.20, 6.30, 6.10, 6.30, 10075000
07/29/19, 6.24, 6.24, 6.12, 6.20, 7244300
07/26/19, 6.30, 6.30, 6.24, 6.25, 9146600
07/25/19, 6.26, 6.35, 6.25, 6.30, 17304199
07/24/19, 6.29, 6.37, 6.25, 6.25, 11078600
07/23/19, 6.35, 6.45, 6.33, 6.36, 14263700
07/22/19, 6.35, 6.45, 6.30, 6.35, 19147400
07/19/19, 6.25, 6.44, 6.25, 6.44, 22220100
07/18/19, 6.25, 6.36, 6.24, 6.25, 9037300
07/17/19, 6.29, 6.40, 6.25, 6.25, 12061000
07/16/19, 6.50, 6.50, 6.29, 6.29, 20410900
07/15/19, 6.30, 6.54, 6.26, 6.50, 36601602
07/12/19, 6.16, 6.30, 6.11, 6.30, 31041100
07/11/19, 6.10, 6.18, 6.04, 6.07, 23114000
07/10/19, 6.01, 6.05, 5.96, 6.01, 18330801
07/09/19, 6.09, 6.09, 5.90, 6.00, 23530000
07/08/19, 6.10, 6.17, 6.08, 6.12, 4307200
07/05/19, 6.16, 6.18, 6.09, 6.10, 9905000
07/04/19, 6.11, 6.22, 6.11, 6.16, 6264600
07/03/19, 6.20, 6.24, 6.09, 6.10, 12311800
07/02/19, 6.15, 6.24, 6.15, 6.20, 25884699
07/01/19, 6.10, 6.20, 6.07, 6.17, 14281900
06/28/19, 6.10, 6.11, 5.99, 6.10, 13297400
06/27/19, 6.03, 6.13, 6.03, 6.10, 11467500
06/26/19, 6.02, 6.05, 6.00, 6.00, 48304602
06/25/19, 6.10, 6.15, 6.00, 6.01, 9345200
06/24/19, 6.00, 6.11, 6.00, 6.10, 12159400
06/21/19, 5.95, 6.07, 5.93, 6.07, 27352801
06/20/19, 6.00, 6.02, 5.90, 5.90, 14325400
06/19/19, 5.95, 6.08, 5.94, 6.02, 26172400
06/18/19, 5.95, 5.95, 5.89, 5.91, 8147200
06/17/19, 5.98, 6.03, 5.92, 5.97, 9031700
06/14/19, 5.94, 6.00, 5.90, 5.98, 24926600
06/13/19, 5.92, 6.03, 5.92, 5.95, 21882801
06/11/19, 6.08, 6.16, 6.00, 6.00, 25248100
06/10/19, 6.07, 6.13, 5.95, 6.13, 7020200
06/07/19, 6.15, 6.15, 6.05, 6.07, 20240699
06/06/19, 6.15, 6.16, 6.10, 6.15, 12017400
06/04/19, 6.06, 6.17, 5.98, 6.11, 28659801
06/03/19, 5.89, 6.15, 5.86, 6.08, 34228801
05/31/19, 5.95, 6.08, 5.81, 5.90, 37823500
05/30/19, 5.67, 5.92, 5.67, 5.92, 66652000
05/29/19, 5.57, 5.65, 5.52, 5.62, 17769500
05/28/19, 5.52, 5.56, 5.47, 5.52, 54170102
05/27/19, 5.47, 5.48, 5.43, 5.46, 11611900
05/24/19, 5.45, 5.47, 5.37, 5.44, 9986900
05/23/19, 5.55, 5.58, 5.45, 5.49, 18765699
05/22/19, 5.40, 5.65, 5.38, 5.54, 26661801
05/21/19, 5.37, 5.44, 5.35, 5.40, 24181801
05/20/19, 5.43, 5.49, 5.33, 5.37, 24277801
05/17/19, 5.27, 5.60, 5.25, 5.45, 31926801
05/16/19, 5.37, 5.37, 5.25, 5.28, 26035801
05/15/19, 5.45, 5.45, 5.31, 5.37, 23800500
05/14/19, 5.33, 5.44, 5.15, 5.44, 24974400
05/10/19, 5.41, 5.58, 5.33, 5.33, 27318000
05/09/19, 5.58, 5.67, 5.41, 5.42, 25451801
05/08/19, 5.77, 5.82, 5.56, 5.56, 25254400
05/07/19, 5.68, 5.77, 5.62, 5.77, 16203300
05/06/19, 5.77, 5.78, 5.64, 5.68, 16547000
05/03/19, 5.62, 5.84, 5.61, 5.78, 68071297
