GTCAP 1216

12/27/2019	845	881	845	847	197790
12/26/2019	852	879	845	879	66230
12/23/2019	838	855	824.5	854	105950
12/20/2019	814	839	783	839	272850
12/19/2019	825	826	811	814.5	157670
12/18/2019	830	840	824	824	108630
12/17/2019	856	869.5	828	830	89210
12/16/2019	890	897	856	856	83200
12/13/2019	895	898	883	895	114250
12/12/2019	874	895	872	891	99120
12/11/2019	873	884.5	873	874	27300
12/10/2019	895	895	873	873	25150
12/9/2019	900	900	890.5	900	67700
12/6/2019	902	902	881	900	97710
12/5/2019	893.5	900	891	895	45140
12/4/2019	898	904	893.5	899	66410
12/3/2019	905	905	894.5	900	51160
12/2/2019	899	904	894	899.5	54970
11/29/2019	880	895.5	880	894.5	81560
11/28/2019	875	895.5	875	893.5	35410
11/27/2019	878	890	872.5	880	61490
11/26/2019	882	882	872	878	285090
11/25/2019	871.5	892.5	871	880	40760
11/22/2019	876.5	895	874	894	85660
11/21/2019	890	890	871.5	876.5	74390
11/20/2019	890	898.5	885	891	47390
11/19/2019	882	900	882	900	77700
11/18/2019	900	900	876	890	20230
11/15/2019	898	900.5	889	900	106100
11/14/2019	899.5	899.5	881.5	890	36320
11/13/2019	903	903	871	902	75210
11/12/2019	890	909.5	875	904	47340
11/11/2019	900	901.5	880	890	64800
11/8/2019	898	900	890	900	42630
11/7/2019	914	914	897	901	34240
11/6/2019	910	914	900.5	905	66850
11/5/2019	905	914	890.5	910	106710
11/4/2019	894	905	892.5	905	39970
10/31/2019	892	896	875	894	84230
10/30/2019	888	896.5	873.5	893.5	67440
10/29/2019	867	888	866	888	59110
10/28/2019	880	880	865.5	870	40770
10/25/2019	879	881.5	876	880	54550
10/24/2019	869	875	865.5	870	38850
10/23/2019	880	880	863	869.5	57600
10/22/2019	860	890	857	880	110120
10/21/2019	873	875	860	865	32930
10/18/2019	864.5	874	860.5	873	44320
10/17/2019	862	862.5	855.5	862	152000
10/16/2019	853	862.5	850.5	860	109870
10/15/2019	849	864.5	840	853	64570
10/14/2019	848	865	844	849	52960
10/11/2019	840.5	852	839.5	844	112300
10/10/2019	834	847	833	840	23640
10/9/2019	855	855	834	834	26130
10/8/2019	840	860	840	850	60900
10/7/2019	840	848.5	837	846	38300
10/4/2019	830	840.5	826	840	19090
10/3/2019	830	830	826.5	828	46620
10/2/2019	843	843	830	835	74500
10/1/2019	840	847	836.5	844	30840
9/30/2019	838	847.5	835	842	86750
9/27/2019	841	860	836	836	16850
9/26/2019	833	848	833	841	85970
9/25/2019	845	860	825.5	833	159460
9/24/2019	860	861	845	845	143650
9/23/2019	885	885	851.5	860	117640
9/20/2019	892	900	880	880	206310
9/19/2019	885.5	885.5	871.5	880	117160
9/18/2019	897	897	886	890	73850
9/17/2019	907	917.5	889.5	898	89670
9/16/2019	920	920	900.5	919	70760
9/13/2019	930	930	912	920	124050
9/12/2019	921	930	921	929.5	73550
9/11/2019	920.5	935	919.5	930	214320
9/10/2019	921	935	917	930	207890
9/9/2019	900.5	923	900	921	84240
9/6/2019	912.5	915	900	900	116000
9/5/2019	913	917.5	901.5	912.5	111590
9/4/2019	904.5	917	898	915	109470
9/3/2019	912	917.5	897	912	41820
9/2/2019	910	915	885.5	910	80970
8/30/2019	891	914	890	908	210620
8/29/2019	868	890	865	890	169010
8/28/2019	853.5	881	853	881	56800
8/27/2019	860	866.5	851	853.5	276540
8/23/2019	850	866.5	850	864	93980
8/22/2019	874	874.5	850	856.5	274780
8/20/2019	883.5	888.5	865	888.5	73420
8/19/2019	870	884	852.5	884	119130
8/16/2019	865	881	863	870	151840
8/15/2019	849.5	875	830	864.5	117910
8/14/2019	855	898	849	858	234250
8/13/2019	882	882	850	855	107210
8/9/2019	900	903	882	882	45740
8/8/2019	909.5	918	885	900	80140
8/7/2019	884	909.5	883	909.5	187720
8/6/2019	892	898	872	887	200700
8/5/2019	919.5	919.5	900	903.5	107380
8/2/2019	920	928.5	898	928.5	119260
8/1/2019	926	926	913	921	50240
7/31/2019	953	953	927	927	86960
7/30/2019	960	963.5	950	955	80030
7/29/2019	965	968	941	967	91620
7/26/2019	967	969	939	969	162730
7/25/2019	924	972	908.5	972	147020
7/24/2019	915	936.5	910	924	256130
7/23/2019	910	929	909.5	924	124180
7/22/2019	908	918.5	908	910	75940
7/19/2019	930	935	917.5	920	74370
7/18/2019	914	930	914	930	120300
7/17/2019	915	922.5	910	910.5	49530
7/16/2019	907.5	932	900.5	923	191200
7/15/2019	900	910	895	908	128340
7/12/2019	881	901	881	900	317720
7/11/2019	850	877	850	875	152630
7/10/2019	846	850	835	845	84920
7/9/2019	840	858	840	846	112940
7/8/2019	859	866	840	840	55180
7/5/2019	878	878	855	855	65630
7/4/2019	870	875.5	865	865	41270
7/3/2019	861	893.5	856	869	107320
7/2/2019	856.481	865.741	853.704	856.481	62402.40107
7/1/2019	870.37	875.926	853.704	853.704	47865.60082
6/28/2019	870.37	874.074	854.63	870.37	48243.60083
6/27/2019	851.852	870.37	850.926	870.37	66592.80115
6/26/2019	850.926	852.315	835.185	851.852	85384.80147
6/25/2019	871.296	871.296	843.519	852.315	139017.6024
6/24/2019	887.963	887.963	871.296	871.296	82695.60142
6/21/2019	879.63	889.815	863.889	889.815	201808.8035
6/20/2019	851.852	888.889	834.259	888.889	138888.0024
6/19/2019	805.556	851.852	805.556	851.852	220136.4038
6/18/2019	787.5	814.815	787.5	814.815	273596.4047
6/17/2019	810.185	814.352	787.5	787.5	38750.40067
6/14/2019	811.574	814.815	798.611	810.185	110311.2019
6/13/2019	815.741	815.741	792.13	799.074	80697.60139
6/11/2019	825.926	832.407	817.593	819.444	45997.20079
6/10/2019	812.963	827.778	805.556	826.852	47174.40081
6/7/2019	797.222	813.889	794.907	813.889	29019.6005
6/6/2019	805.556	805.556	787.037	797.222	83494.80144
6/4/2019	805.556	808.796	791.667	794.444	79779.60137
6/3/2019	803.241	817.13	800	800.926	98096.40169
5/31/2019	808.333	822.222	799.074	799.074	127396.8022
5/30/2019	810.185	820.37	805.556	807.407	55166.40095
5/29/2019	800.926	814.815	800.926	807.407	50414.40087
5/28/2019	833.333	833.333	799.537	799.537	339238.8058
5/27/2019	818.056	842.593	811.111	834.259	146664.0025
5/24/2019	819.444	819.444	796.296	818.056	82231.20141
5/23/2019	814.815	825.463	803.704	819.444	90914.40156
5/22/2019	803.704	814.815	787.963	814.815	71010.00122
5/21/2019	787.037	802.778	778.241	787.5	50770.80087
5/20/2019	775.926	787.037	759.259	787.037	85989.60148
5/17/2019	741.204	777.778	740.741	759.259	106736.4018
5/16/2019	739.352	744.907	737.963	741.204	130053.6022
5/15/2019	756.019	761.111	737.963	737.963	122644.8021
5/14/2019	785.185	785.185	750.463	754.63	204454.8035
5/10/2019	782.407	800.926	782.407	787.037	338925.6058
5/9/2019	796.296	799.074	782.407	782.407	421243.2072
5/8/2019	824.074	825	791.667	791.667	114004.802
5/7/2019	823.148	839.352	809.722	832.407	68655.60118
5/6/2019	828.704	831.019	810.185	822.222	90514.80156
5/3/2019	812.963	831.481	812.037	824.074	445273.2077
5/2/2019	800.926	813.426	800.926	812.963	63266.40109
4/30/2019	802.315	813.889	793.519	800.926	121575.6021
4/29/2019	800.926	824.074	796.296	800.926	465447.608
4/26/2019	789.815	812.037	789.352	796.296	63061.20108
4/25/2019	788.889	804.167	767.13	788.889	557820.0096
4/24/2019	787.037	801.389	785.185	787.963	56300.40097
4/23/2019	793.056	793.056	787.037	787.037	61970.40107
4/22/2019	798.148	798.611	789.352	793.056	463255.208
4/17/2019	795.37	805.093	795.37	798.148	182800.8031
4/16/2019	807.407	810.185	789.815	794.907	175100.403
4/15/2019	805.556	810.185	793.519	793.519	119642.4021
4/12/2019	808.333	817.13	801.852	805.556	49377.60085
4/11/2019	833.333	833.796	801.852	801.852	181634.4031
4/10/2019	837.963	842.13	824.074	833.333	219596.4038
4/8/2019	830.556	837.963	819.907	823.611	125344.8022
